Date, Open, High, Low, Close, Volume
07/20/21, 410308, 418481, 409983, 416244, 1111
07/19/21, 413133, 414230, 407773, 410450, 1575
07/16/21, 421981, 421981, 417113, 417601, 880
07/15/21, 417336, 422103, 417000, 421350, 908
07/14/21, 419806, 422061, 418000, 418500, 963
07/13/21, 421011, 421525, 418724, 419820, 965
07/12/21, 420711, 424304, 418689, 420937, 1418
07/09/21, 414768, 422300, 414463, 422000, 1187
07/08/21, 416268, 417573, 411000, 411840, 1573
07/07/21, 415581, 420505, 415091, 419401, 1135
07/06/21, 419066, 419066, 414000, 416930, 1408
07/02/21, 423427, 423427, 419020, 420000, 1257
07/01/21, 418708, 421491, 417270, 421005, 1005
06/30/21, 415236, 419265, 415100, 418601, 1024
06/29/21, 417100, 418868, 414945, 417000, 1213
06/28/21, 420421, 420965, 415200, 416304, 1632
06/25/21, 417416, 420389, 414967, 419134, 1038
06/24/21, 414781, 416864, 413187, 415000, 1217
06/23/21, 416750, 417000, 413485, 413890, 1473
06/22/21, 418010, 418875, 415126, 418875, 1323
06/21/21, 414843, 419177, 414044, 417780, 1396
06/18/21, 415847, 416335, 409701, 412729, 1903
06/17/21, 426946, 427231, 417025, 420359, 1778
06/16/21, 425495, 427584, 422457, 425645, 1368
06/15/21, 427440, 427852, 424614, 426045, 1196
06/14/21, 430407, 430407, 423242, 425880, 2085
06/11/21, 428558, 431351, 428000, 430282, 1205
06/10/21, 435120, 436618, 427156, 427156, 1353
06/09/21, 434718, 435750, 431310, 433125, 1320
06/08/21, 435393, 435458, 429260, 434510, 1462
06/07/21, 440598, 440598, 433962, 434611, 1806
06/04/21, 441063, 441063, 437769, 439016, 1382
06/03/21, 433050, 440158, 433050, 438745, 2042
06/02/21, 437556, 437950, 434647, 435639, 1883
06/01/21, 438718, 439100, 434255, 435304, 1719
05/28/21, 435623, 436430, 433637, 436000, 1337
05/27/21, 433250, 436000, 431175, 435420, 1510
05/26/21, 434366, 434366, 429765, 432800, 1461
05/25/21, 437298, 438445, 431785, 432274, 1363
05/24/21, 435273, 437001, 433287, 435431, 1342
05/21/21, 431656, 435200, 431000, 432469, 1314
05/20/21, 432773, 435000, 429880, 431422, 1613
05/19/21, 426931, 430720, 424575, 430720, 1708
05/18/21, 435440, 435960, 431767, 431767, 1269
05/17/21, 435915, 436131, 432747, 434324, 1675
05/14/21, 433996, 437413, 433996, 437260, 2091
05/13/21, 425536, 433541, 424100, 430640, 2395
05/12/21, 428607, 431200, 423077, 425308, 1780
05/11/21, 435581, 436871, 427913, 430258, 2452
05/10/21, 439132, 443275, 439132, 439460, 3188
05/07/21, 436188, 445000, 432827, 437131, 2678
05/06/21, 426700, 435744, 426700, 435120, 3213
05/05/21, 425220, 427435, 424306, 424840, 2955
05/04/21, 419095, 421850, 410850, 421420, 2627
05/03/21, 418962, 422648, 417272, 420000, 3087
04/30/21, 415438, 417144, 412000, 412500, 2100
