Date, Open, High, Low, Close, Volume
11/03/21, 489.00, 494.60, 487.11, 494.00, 725047
11/02/21, 482.11, 488.39, 482.11, 488.37, 741830
11/01/21, 475.20, 482.48, 474.00, 482.37, 849093
10/29/21, 468.53, 474.69, 468.00, 474.63, 711915
10/28/21, 468.27, 472.90, 467.43, 472.52, 1092682
10/27/21, 462.61, 467.52, 460.46, 462.10, 1075478
10/26/21, 468.73, 470.40, 463.80, 465.44, 626485
10/25/21, 464.28, 467.76, 462.60, 465.09, 561586
10/22/21, 464.70, 469.50, 461.12, 461.92, 1094797
10/21/21, 459.53, 467.76, 459.32, 467.16, 434550
10/20/21, 461.79, 464.31, 460.50, 462.50, 420458
10/19/21, 458.90, 463.46, 456.81, 463.46, 464728
10/18/21, 451.49, 458.00, 448.90, 457.85, 450897
10/15/21, 454.49, 455.55, 451.89, 454.19, 546451
10/14/21, 445.665, 451.22, 444.43, 451.18, 828733
10/13/21, 438.24, 440.32, 436.17, 437.60, 585551
10/12/21, 443.37, 444.02, 433.26, 435.09, 1067333
10/11/21, 441.80, 448.06, 440.43, 440.59, 510686
10/08/21, 449.76, 450.34, 443.20, 443.56, 557626
10/07/21, 448.69, 454.09, 447.58, 448.15, 637956
10/06/21, 436.34, 443.31, 434.83, 442.97, 1137094
10/05/21, 436.75, 444.31, 436.02, 441.25, 1051980
10/04/21, 443.85, 444.12, 433.34, 434.67, 1387277
10/01/21, 447.64, 448.48, 438.83, 446.16, 1038357
09/30/21, 450.28, 453.22, 445.75, 445.87, 1511437
09/29/21, 454.21, 455.54, 445.1801, 446.05, 2259032
09/28/21, 462.74, 465.43, 453.20, 453.20, 1815984
09/27/21, 467.7438, 473.501, 464.9704, 471.65, 446626
09/24/21, 469.75, 473.81, 469.00, 472.80, 397285
09/23/21, 470.48, 476.00, 468.7938, 474.50, 802350
09/22/21, 462.35, 469.34, 460.66, 468.26, 436369
09/21/21, 460.81, 462.18, 454.57, 458.74, 738014
09/20/21, 459.00, 460.78, 450.65, 457.39, 1041686
09/17/21, 475.34, 475.34, 466.88, 469.00, 808871
09/16/21, 472.25, 478.19, 470.29, 476.60, 551762
09/15/21, 473.34, 475.70, 469.33, 475.69, 1257068
09/14/21, 474.16, 476.56, 470.81, 472.97, 860778
09/13/21, 473.18, 473.93, 466.55, 472.95, 945299
09/10/21, 468.59, 475.58, 468.42, 468.46, 986685
09/09/21, 462.83, 467.52, 462.55, 464.77, 1306998
09/08/21, 467.00, 467.48, 459.10, 463.14, 1029299
09/07/21, 471.12, 471.14, 466.37, 469.15, 547003
09/03/21, 467.46, 472.71, 466.42, 470.88, 452134
09/02/21, 467.85, 468.82, 465.57, 467.38, 500823
09/01/21, 470.54, 471.01, 465.64, 465.64, 544331
08/31/21, 472.47, 473.10, 464.54, 468.19, 702794
08/30/21, 472.94, 476.53, 470.27, 471.96, 839772
08/27/21, 462.46, 471.58, 461.81, 471.02, 801524
08/26/21, 461.22, 464.00, 458.42, 462.20, 761525
08/25/21, 460.09, 465.18, 459.83, 461.77, 758078
08/24/21, 459.60, 461.00, 457.49, 458.28, 554411
08/23/21, 450.36, 458.89, 450.36, 458.28, 727054
08/20/21, 443.59, 446.52, 440.42, 445.73, 599481
08/19/21, 436.06, 444.83, 432.68, 442.41, 725216
08/18/21, 444.07, 446.79, 438.23, 438.81, 626495
08/17/21, 449.70, 449.70, 440.53, 444.69, 616887
08/16/21, 453.44, 454.64, 449.67, 453.47, 381348
08/13/21, 451.28, 455.23, 450.89, 455.16, 353371
08/12/21, 455.73, 455.73, 448.57, 452.32, 510465
08/11/21, 460.05, 460.69, 451.86, 457.23, 432291
08/10/21, 464.88, 465.68, 455.45, 458.80, 898556
08/09/21, 467.65, 467.92, 462.23, 464.19, 355324
08/06/21, 465.35, 468.11, 464.55, 465.77, 411031
08/05/21, 470.27, 471.38, 465.44, 468.10, 473478
08/04/21, 464.20, 470.27, 463.51, 468.02, 542075
